Date of Reading,(CUS) UN0633 (Flow) (Flow (m3/hr)),(CUS) UN0630 (Flow) (Flow (m3/hr)),(IN) NX1201 (Flow) (Flow (m3/hr)),(OUT) UN0401 (Flow) (Flow (m3/hr)),(OUT) UN0601 (Flow) (Flow (m3/hr)),(OUT) UN0602 Flow (Flow (m3/hr)),(OUT) UN1301 15 Min flow (Flow (m3/hr)),(OUT) UN0402 Flow (Flow (m3/hr)),Pulborough 200mm Trunk main (Balance) (Flow (m3/hr))
23/07/2021 22:30:00,,,50.4,11.08,37.19999,,,,2.12001
23/07/2021 22:45:00,,,39.2,9.6,27.76,,,,1.84
23/07/2021 23:00:00,,,36,9.44,24.8,,,,1.76
23/07/2021 23:15:00,,,35.2,9.88,23.56,,,,1.76
23/07/2021 23:30:00,,,32,8.36,22.32,,,,1.32
23/07/2021 23:45:00,,,32,8.24,22.16,,,,1.6
24/07/2021 00:00:00,,,31.6,8.44,21.76,,,,1.4
24/07/2021 00:15:00,,,35.6,9.12,24.92,,,,1.56
24/07/2021 00:30:00,,,36,9.08,24.88,,,,2.04
24/07/2021 00:45:00,,,34,7.32,25.32,,,,1.36
24/07/2021 01:00:00,,,31.2,7.28,22.64,,,,1.28
24/07/2021 01:15:00,,,31.2,7.44,22,,,,1.76
24/07/2021 01:30:00,,,31.2,7.6,22.04,,,,1.56
24/07/2021 01:45:00,,,27.2,7.6,18.72,,,,0.88
24/07/2021 02:00:00,,,30.4,7.28,21.48,,,,1.64
24/07/2021 02:15:00,,,31.2,6.68,23,,,,1.52
24/07/2021 02:30:00,,,28,6.8,20,,,,1.2
24/07/2021 02:45:00,,,25.2,7.32,16.56,,,,1.32
24/07/2021 03:00:00,,,24.4,7.04,16.28,,,,1.08
24/07/2021 03:15:00,,,24.4,6.48,16.84,,,,1.08
24/07/2021 03:30:00,,,26,6.8,18.28,,,,0.92
24/07/2021 03:45:00,,,25.2,6.84,16.88,,,,1.48
24/07/2021 04:00:00,,,25.6,7.32,17.16,,,,1.12
24/07/2021 04:15:00,,,28,7.08,19.68,,,,1.24
24/07/2021 04:30:00,,,26.4,7.08,18.28,,,,1.04
24/07/2021 04:45:00,,,29.2,7.88,19.76,,,,1.56
24/07/2021 05:00:00,,,29.6,8.16,20.2,,,,1.24
24/07/2021 05:15:00,,,30.4,7.72,21.12,,,,1.56
24/07/2021 05:30:00,,,32.8,9,22.16,,,,1.64
24/07/2021 05:45:00,,,35.6,9.2,24.84,,,,1.56
24/07/2021 06:00:00,,,40,11.28,26.96,,,,1.76
24/07/2021 06:15:00,,,43.2,12.4,28.52,,,,2.28
24/07/2021 06:30:00,,,49.60001,13,34.28,,,,2.32001
24/07/2021 06:45:00,,,51.99998,13.84,36.04,,,,2.11998
24/07/2021 07:00:00,,,60.00001,18.2,38.84,,,,2.96001
24/07/2021 07:15:00,,,69.19999,20.28,45.51998,,,,3.40001
24/07/2021 07:30:00,,,75.6,22.36,49.96001,,,,3.27999
24/07/2021 07:45:00,,,77.60002,17.24,56.67998,,,,3.68004
24/07/2021 08:00:00,,,74.40001,20.24,50.68001,,,,3.48
24/07/2021 08:15:00,,,83.2,23.6,55.48,,,,4.12
24/07/2021 08:30:00,,,79.2,20.88,54.92002,,,,3.39998
24/07/2021 08:45:00,,,77.19998,23.76,49.79999,,,,3.63999
24/07/2021 09:00:00,,,78.8,21.96,53.20001,,,,3.63999
24/07/2021 09:15:00,,,82.8,20.88,58.07999,,,,3.84001
24/07/2021 09:30:00,,,76.39999,19.68,53.12002,,,,3.59997
24/07/2021 09:45:00,,,73.19999,19.32,50.56002,,,,3.31997
24/07/2021 10:00:00,,,68,18.48,46.24002,,,,3.27998
24/07/2021 10:15:00,,,66.80002,17.64,46.15999,,,,3.00003
24/07/2021 10:30:00,,,69.99998,20.52,46.15999,,,,3.31999
24/07/2021 10:45:00,,,61.99999,16.96,42.08,,,,2.95999
24/07/2021 11:00:00,,,66.39998,19.16,43.96,,,,3.27998
24/07/2021 11:15:00,,,66.39998,19.56,43.99999,,,,2.83999
24/07/2021 11:30:00,,,64.8,17.44,44.35999,,,,3.00001
24/07/2021 11:45:00,,,61.99999,15.52,43.31999,,,,3.16
24/07/2021 12:00:00,,,60.40001,15.68,41.91998,,,,2.80003
24/07/2021 12:15:00,,,61.6,18.64,40.28,,,,2.68
24/07/2021 12:30:00,,,60.00001,16.64,40.56001,,,,2.8
24/07/2021 12:45:00,,,58.39999,15.08,40.36,,,,2.95999
24/07/2021 13:00:00,,,58.39999,14.04,41.44,,,,2.91999
24/07/2021 13:15:00,,,55.59998,14.2,38.92,,,,2.47998
24/07/2021 13:30:00,,,52.40002,14.12,35.68,,,,2.60002
24/07/2021 13:45:00,,,49.60001,14.24,33.32,,,,2.04001
24/07/2021 14:00:00,,,51.19999,14.4,34.24,,,,2.55999
24/07/2021 14:15:00,,,52.40002,14.6,35.4,,,,2.40002
24/07/2021 14:30:00,,,56.80001,17.16,37.04,,,,2.60001
24/07/2021 14:45:00,,,51.19999,13.68,35,,,,2.51999
24/07/2021 15:00:00,,,52.80001,14.32,36,,,,2.48001
24/07/2021 15:15:00,,,53.6,13.68,37.28002,,,,2.63998
24/07/2021 15:30:00,,,57.2,16.24,38.23999,,,,2.72001
24/07/2021 15:45:00,,,54,16.24,35.32,,,,2.44
24/07/2021 16:00:00,,,53.20001,14.8,35.92,,,,2.48001
24/07/2021 16:15:00,,,57.2,14.24,40.28,,,,2.68
24/07/2021 16:30:00,,,60.00001,16.04,41.08,,,,2.88001
24/07/2021 16:45:00,,,61.99999,16.76,42.48,,,,2.75999
24/07/2021 17:00:00,,,64.00001,18.32,42.55999,,,,3.12002
24/07/2021 17:15:00,,,74.40001,18.04,52.76002,,,,3.59999
24/07/2021 17:30:00,,,77.60002,17.88,56.32002,,,,3.4
24/07/2021 17:45:00,,,77.19998,18.32,55.12,,,,3.75998
24/07/2021 18:00:00,,,70.80001,17.64,49.75999,,,,3.40002
24/07/2021 18:15:00,,,72.79999,19.8,49.79999,,,,3.2
24/07/2021 18:30:00,,,74.00002,22.96,47.52,,,,3.52002
24/07/2021 18:45:00,,,66.80002,19.32,44.28,,,,3.20002
24/07/2021 19:00:00,,,65.99999,21.04,41.96002,,,,2.99997
24/07/2021 19:15:00,,,80.39999,19.88,56.99999,,,,3.52
24/07/2021 19:30:00,,,72,19.12,49.20001,,,,3.67999
24/07/2021 19:45:00,,,66.39998,18.36,45,,,,3.03998
24/07/2021 20:00:00,,,59.19998,17.04,39.67999,,,,2.47999
24/07/2021 20:15:00,,,54,17,34.36,,,,2.64
24/07/2021 20:30:00,,,54.4,16.6,35.4,,,,2.4
24/07/2021 20:45:00,,,54.79999,16.6,35.72,,,,2.47999
24/07/2021 21:00:00,,,51.99998,15.2,34.32,,,,2.47998
24/07/2021 21:15:00,,,51.19999,15.44,33.68,,,,2.07999
24/07/2021 21:30:00,,,52.80001,14,36.04,,,,2.76001
24/07/2021 21:45:00,,,50,12.16,35.56,,,,2.28
24/07/2021 22:00:00,,,50.4,11.56,36.56002,,,,2.27998
24/07/2021 22:15:00,,,43.2,11.2,30.12,,,,1.88
24/07/2021 22:30:00,,,41.60002,11,28.32,,,,2.28002
24/07/2021 22:45:00,,,38.80001,10.44,26.56,,,,1.80001
24/07/2021 23:00:00,,,34.4,9.48,23.64,,,,1.28
24/07/2021 23:15:00,,,32.8,7.72,23.24,,,,1.84
24/07/2021 23:30:00,,,30,7.24,21.36,,,,1.4
24/07/2021 23:45:00,,,30.8,6.4,22.88,,,,1.52
25/07/2021 00:00:00,,,27.6,5.84,20.76,,,,1
25/07/2021 00:15:00,,,32.4,7,23.68,,,,1.72
25/07/2021 00:30:00,,,31.2,7.04,22.72,,,,1.44
25/07/2021 00:45:00,,,29.6,5.52,22.68,,,,1.4
25/07/2021 01:00:00,,,28.4,5.28,21.68,,,,1.44
25/07/2021 01:15:00,,,28.4,5.16,21.96,,,,1.28
25/07/2021 01:30:00,,,27.6,5.08,21.32,,,,1.2
25/07/2021 01:45:00,,,27.6,5.08,21.04,,,,1.48
25/07/2021 02:00:00,,,26.8,5.04,20.64,,,,1.12
25/07/2021 02:15:00,,,26.8,5.16,20.52,,,,1.12
25/07/2021 02:30:00,,,25.2,4.8,18.96,,,,1.44
25/07/2021 02:45:00,,,23.6,5.36,17.12,,,,1.12
25/07/2021 03:00:00,,,21.6,5.4,15.28,,,,0.92
25/07/2021 03:15:00,,,21.2,5.08,15.28,,,,0.84
25/07/2021 03:30:00,,,22,4.92,15.88,,,,1.2
25/07/2021 03:45:00,,,21.6,5.28,15.48,,,,0.84
25/07/2021 04:00:00,,,21.6,5.04,15.56,,,,1
25/07/2021 04:15:00,,,22.4,5.28,16.12,,,,1
25/07/2021 04:30:00,,,23.6,4.88,17.8,,,,0.92
25/07/2021 04:45:00,,,24.4,5.96,17.32,,,,1.12
25/07/2021 05:00:00,,,28.8,6.68,20.72,,,,1.4
25/07/2021 05:15:00,,,28,6.64,19.72,,,,1.64
25/07/2021 05:30:00,,,30,8.12,20.76,,,,1.12
25/07/2021 05:45:00,,,34,9.16,23.24,,,,1.6
25/07/2021 06:00:00,,,32.8,9.28,22,,,,1.52
25/07/2021 06:15:00,,,38.40001,9.72,26.72,,,,1.96001
25/07/2021 06:30:00,,,42.40001,11.92,28.44,,,,2.04001
25/07/2021 06:45:00,,,50.4,13.08,34.88,,,,2.44
25/07/2021 07:00:00,,,54.4,15.24,36.64001,,,,2.51999
25/07/2021 07:15:00,,,62.39999,17.28,42.44,,,,2.67999
25/07/2021 07:30:00,,,65.2,17.16,44.79998,,,,3.24002
25/07/2021 07:45:00,,,71.20001,19.72,48.35999,,,,3.12002
25/07/2021 08:00:00,,,71.20001,19.24,48.64,,,,3.32001
25/07/2021 08:15:00,,,73.59998,19.08,51.12,,,,3.39998
25/07/2021 08:30:00,,,76.79999,21.36,51.76001,,,,3.67998
25/07/2021 08:45:00,,,73.59998,19.28,50.8,,,,3.51998
25/07/2021 09:00:00,,,73.59998,20.36,49.84002,,,,3.39996
25/07/2021 09:15:00,,,72.79999,20.16,49.39999,,,,3.24
25/07/2021 09:30:00,,,73.59998,19.04,51.19999,,,,3.35999
25/07/2021 09:45:00,,,68.8,19.48,46.12,,,,3.2
25/07/2021 10:00:00,,,69.59999,18.88,47.56,,,,3.15999
25/07/2021 10:15:00,,,74.00002,19.2,51.16,,,,3.64002
25/07/2021 10:30:00,,,73.59998,20.16,49.72,,,,3.71998
25/07/2021 10:45:00,,,76,20.92,51.52,,,,3.56
25/07/2021 11:00:00,,,64.00001,20.16,40.92001,,,,2.92
25/07/2021 11:15:00,,,69.19999,18.64,47.56,,,,2.99999
25/07/2021 11:30:00,,,63.20002,16.6,43.63999,,,,2.96003
25/07/2021 11:45:00,,,60.8,16.64,41.32001,,,,2.83999
25/07/2021 12:00:00,,,58,14.24,41.11999,,,,2.64001
25/07/2021 12:15:00,,,55.19999,15.04,37.59998,,,,2.56001
25/07/2021 12:30:00,,,56.40001,15.56,38.36002,,,,2.47999
25/07/2021 12:45:00,,,54.79999,14.28,37.72001,,,,2.79998
25/07/2021 13:00:00,,,56.40001,15,38.72002,,,,2.67999
25/07/2021 13:15:00,,,50,13.16,34.44,,,,2.4
25/07/2021 13:30:00,,,51.19999,14.08,34.92,,,,2.19999
25/07/2021 13:45:00,,,49.60001,12.72,34.48,,,,2.40001
25/07/2021 14:00:00,,,47.59999,12.52,32.76,,,,2.31999
25/07/2021 14:15:00,,,46.4,12.56,31.8,,,,2.04
25/07/2021 14:30:00,,,50.4,12.76,35.4,,,,2.24
25/07/2021 14:45:00,,,50.8,13.52,34.6,,,,2.68
25/07/2021 15:00:00,,,50.8,14.6,33.88,,,,2.32
25/07/2021 15:15:00,,,56.80001,13.88,40.24001,,,,2.68
25/07/2021 15:30:00,,,57.2,12.92,41.64001,,,,2.63999
25/07/2021 15:45:00,,,50,14.12,33.6,,,,2.28
25/07/2021 16:00:00,,,54.4,16.72,35.16,,,,2.52
25/07/2021 16:15:00,,,56.00002,15.32,38.00002,,,,2.68
25/07/2021 16:30:00,,,55.59998,15.12,38.23999,,,,2.23999
25/07/2021 16:45:00,,,61.6,15.44,43.08001,,,,3.07999
25/07/2021 17:00:00,,,61.6,16.52,42.36001,,,,2.71999
25/07/2021 17:15:00,,,59.60002,16.08,40.79999,,,,2.72003
25/07/2021 17:30:00,,,60.8,15.6,42.19999,,,,3.00001
25/07/2021 17:45:00,,,69.19999,16.2,49.68,,,,3.31999
25/07/2021 18:00:00,,,66.39998,17.04,46.19999,,,,3.15999
25/07/2021 18:15:00,,,67.60001,15.52,49.07999,,,,3.00002
25/07/2021 18:30:00,,,62.79998,16.12,43.76002,,,,2.91996
25/07/2021 18:45:00,,,63.20002,17.6,42.55999,,,,3.04003
25/07/2021 19:00:00,,,59.60002,16.72,40.11998,,,,2.76004
25/07/2021 19:15:00,,,58.79999,15.36,40.64,,,,2.79999
25/07/2021 19:30:00,,,55.19999,15.4,37.24002,,,,2.55997
25/07/2021 19:45:00,,,54,12.92,38.48,,,,2.6
25/07/2021 20:00:00,,,50,12.2,35.84,,,,1.96
25/07/2021 20:15:00,,,52.80001,13.72,36.4,,,,2.68001
25/07/2021 20:30:00,,,49.20001,11.96,34.8,,,,2.44001
25/07/2021 20:45:00,,,45.20002,11.96,31.36,,,,1.88002
25/07/2021 21:00:00,,,46.00001,11.92,31.92,,,,2.16001
25/07/2021 21:15:00,,,53.6,12.8,38.40001,,,,2.39999
25/07/2021 21:30:00,,,53.6,12.36,38.48,,,,2.76
25/07/2021 21:45:00,,,53.20001,12.44,38.36002,,,,2.39999
25/07/2021 22:00:00,,,43.6,10.08,31.44,,,,2.08
25/07/2021 22:15:00,,,39.6,10.16,27.44,,,,2
25/07/2021 22:30:00,,,34.8,8.64,24.56,,,,1.6
25/07/2021 22:45:00,,,30.8,7.84,21.48,,,,1.48
25/07/2021 23:00:00,,,30.8,7.36,22.04,,,,1.4
25/07/2021 23:15:00,,,28,6.92,19.76,,,,1.32
25/07/2021 23:30:00,,,26.4,6.76,18.48,,,,1.16
25/07/2021 23:45:00,,,27.6,6,20.08,,,,1.52
26/07/2021 00:00:00,,,26.8,5.96,19.72,,,,1.12
26/07/2021 00:15:00,,,30,5.52,22.88,,,,1.6
26/07/2021 00:30:00,,,29.2,5.92,22.2,,,,1.08
26/07/2021 00:45:00,,,29.2,4.92,22.64,,,,1.64
26/07/2021 01:00:00,,,26.8,4.88,20.92,,,,1
26/07/2021 01:15:00,,,25.2,4.72,19.32,,,,1.16
26/07/2021 01:30:00,,,22,4.72,16.24,,,,1.04
26/07/2021 01:45:00,,,24.8,4.64,19,,,,1.16
26/07/2021 02:00:00,,,25.2,4.72,19.28,,,,1.2
26/07/2021 02:15:00,,,26,4.68,20.2,,,,1.12
26/07/2021 02:30:00,,,22.8,5.04,16.68,,,,1.08
26/07/2021 02:45:00,,,22,5.04,15.92,,,,1.04
26/07/2021 03:00:00,,,22,5,15.96,,,,1.04
26/07/2021 03:15:00,,,22,4.64,16.44,,,,0.92
26/07/2021 03:30:00,,,24.8,4.84,18.6,,,,1.36
26/07/2021 03:45:00,,,22.8,4.64,17.12,,,,1.04
26/07/2021 04:00:00,,,22.8,5.08,16.64,,,,1.08
26/07/2021 04:15:00,,,25.6,5.28,19.12,,,,1.2
26/07/2021 04:30:00,,,24.4,5.28,18.16,,,,0.96
26/07/2021 04:45:00,,,29.6,7.16,21.08,,,,1.36
26/07/2021 05:00:00,,,30.8,7.88,21.36,,,,1.56
26/07/2021 05:15:00,,,38.00002,8.84,27.68,,,,1.48002
26/07/2021 05:30:00,,,40,9.48,28.44,,,,2.08
26/07/2021 05:45:00,,,46.8,13.52,31.08,,,,2.2
26/07/2021 06:00:00,,,50.8,15.56,32.96,,,,2.28
26/07/2021 06:15:00,,,59.60002,18.4,38.31998,,,,2.88004
26/07/2021 06:30:00,,,65.59999,18.68,43.92,,,,2.99999
26/07/2021 06:45:00,,,69.59999,18.84,47.63999,,,,3.12
26/07/2021 07:00:00,,,75.2,23.84,47.99999,,,,3.36001
26/07/2021 07:15:00,,,82.00001,26.96,51.19999,,,,3.84002
26/07/2021 07:30:00,,,81.60001,21.84,56.16,,,,3.60001
26/07/2021 07:45:00,,,81.60001,22.72,55.19999,,,,3.68002
26/07/2021 08:00:00,,,75.2,23.2,48.39998,,,,3.60002
26/07/2021 08:15:00,,,76.39999,24.76,47.95999,,,,3.68
26/07/2021 08:30:00,,,80.39999,24.36,52.44001,,,,3.59998
26/07/2021 08:45:00,,,78.40001,24.16,50.83999,,,,3.40002
26/07/2021 09:00:00,,,77.19998,22.76,50.76,,,,3.67998
26/07/2021 09:15:00,,,75.6,22,50.04,,,,3.56
26/07/2021 09:30:00,,,76.79999,22.48,50.72,,,,3.59999
26/07/2021 09:45:00,,,73.59998,20.56,49.79999,,,,3.23999
26/07/2021 10:00:00,,,73.59998,22.72,47.36002,,,,3.51996
26/07/2021 10:15:00,,,70.40002,20.32,46.8,,,,3.28002
26/07/2021 10:30:00,,,65.2,21.6,40.92001,,,,2.67999
26/07/2021 10:45:00,,,71.20001,23.32,44.35999,,,,3.52002
26/07/2021 11:00:00,,,66.39998,21.96,41.56002,,,,2.87996
26/07/2021 11:15:00,,,62.39999,18.88,40.39999,,,,3.12
26/07/2021 11:30:00,,,57.2,17.2,37.32001,,,,2.67999
26/07/2021 11:45:00,,,57.6,15.6,39.39998,,,,2.60002
26/07/2021 12:00:00,,,59.60002,15.16,41.44,,,,3.00002
26/07/2021 12:15:00,,,55.19999,15.76,37.15999,,,,2.28
26/07/2021 12:30:00,,,51.59999,13.92,35.04,,,,2.63999
26/07/2021 12:45:00,,,54.79999,13.84,38.40001,,,,2.55998
26/07/2021 13:00:00,,,54,13.08,38.52,,,,2.4
26/07/2021 13:15:00,,,51.59999,13.2,35.64,,,,2.75999
26/07/2021 13:30:00,,,50.8,15.48,33.16,,,,2.16
26/07/2021 13:45:00,,,50.8,15.76,32.6,,,,2.44
26/07/2021 14:00:00,,,53.20001,13.92,36.83999,,,,2.44002
26/07/2021 14:15:00,,,48.80002,14.2,32.36,,,,2.24002
26/07/2021 14:30:00,,,54,15.52,36.04,,,,2.44
26/07/2021 14:45:00,,,58,16.96,38.36002,,,,2.67998
26/07/2021 15:00:00,,,54.4,17,34.92,,,,2.48
26/07/2021 15:15:00,,,55.59998,18.2,34.64,,,,2.75998
26/07/2021 15:30:00,,,54.79999,18,34.28,,,,2.51999
26/07/2021 15:45:00,,,54.79999,15.44,36.72,,,,2.63999
26/07/2021 16:00:00,,,56.40001,15.8,38.08001,,,,2.52
26/07/2021 16:15:00,,,59.19998,18.16,38.40001,,,,2.63997
26/07/2021 16:30:00,,,65.59999,17.16,45.43999,,,,3
26/07/2021 16:45:00,,,60.00001,17.92,39.16001,,,,2.92
26/07/2021 17:00:00,,,64.4,18.16,43.40002,,,,2.83998
26/07/2021 17:15:00,,,63.60001,17.48,43.04002,,,,3.07999
26/07/2021 17:30:00,,,63.20002,17.52,42.76001,,,,2.92001
26/07/2021 17:45:00,,,69.19999,18.84,47.2,,,,3.15999
26/07/2021 18:00:00,,,68.8,18.8,46.87999,,,,3.12001
26/07/2021 18:15:00,,,70.40002,20.88,46.4,,,,3.12002
26/07/2021 18:30:00,,,76,20,52.48001,,,,3.51999
26/07/2021 18:45:00,,,70.40002,19.88,47.23999,,,,3.28003
26/07/2021 19:00:00,,,66.80002,20.32,43.44001,,,,3.04001
26/07/2021 19:15:00,,,67.60001,19.32,45.16002,,,,3.11999
26/07/2021 19:30:00,,,60.00001,15.8,41.32001,,,,2.88
26/07/2021 19:45:00,,,58.39999,15.36,40.36,,,,2.67999
26/07/2021 20:00:00,,,56.00002,17.56,35.72,,,,2.72002
26/07/2021 20:15:00,,,56.80001,17.16,37.32001,,,,2.32
26/07/2021 20:30:00,,,55.59998,14.96,37.91999,,,,2.71999
26/07/2021 20:45:00,,,47.59999,12.96,32.36,,,,2.27999
26/07/2021 21:00:00,,,49.60001,14.44,33.04,,,,2.12001
26/07/2021 21:15:00,,,58,15.92,39.04002,,,,3.03998
26/07/2021 21:30:00,,,51.59999,13.84,35.68,,,,2.07999
26/07/2021 21:45:00,,,52.40002,12.96,36.87998,,,,2.56004
26/07/2021 22:00:00,,,48.39998,12.84,33.28,,,,2.27998
26/07/2021 22:15:00,,,41.19998,9.8,29.36,,,,2.03998
26/07/2021 22:30:00,,,34.8,8.76,24.68,,,,1.36
26/07/2021 22:45:00,,,34.4,8.56,23.84,,,,2
26/07/2021 23:00:00,,,30.8,7.68,21.68,,,,1.44
26/07/2021 23:15:00,,,28.4,6.2,21.12,,,,1.08
26/07/2021 23:30:00,,,27.2,6.04,19.84,,,,1.32
26/07/2021 23:45:00,,,26.4,6.24,18.96,,,,1.2
27/07/2021 00:00:00,,,25.6,5.84,18.48,,,,1.28
27/07/2021 00:15:00,,,30,6.24,22.24,,,,1.52
27/07/2021 00:30:00,,,28.8,5.88,21.52,,,,1.4
27/07/2021 00:45:00,,,28.8,5.76,21.92,,,,1.12
27/07/2021 01:00:00,,,30.4,5.8,23,,,,1.6
27/07/2021 01:15:00,,,28,5.6,21.24,,,,1.16
27/07/2021 01:30:00,,,28.4,5.76,21.36,,,,1.28
27/07/2021 01:45:00,,,29.6,5.72,22.56,,,,1.32
27/07/2021 02:00:00,,,28.4,5.76,21.08,,,,1.56
27/07/2021 02:15:00,,,26.8,5.12,20.56,,,,1.12
27/07/2021 02:30:00,,,25.6,5.28,19.2,,,,1.12
27/07/2021 02:45:00,,,23.6,5.6,17.04,,,,0.96
27/07/2021 03:00:00,,,22.4,5.44,15.64,,,,1.32
27/07/2021 03:15:00,,,22,4.84,16.2,,,,0.96
27/07/2021 03:30:00,,,22.4,5.04,16.32,,,,1.04
27/07/2021 03:45:00,,,22,4.88,16.28,,,,0.84
27/07/2021 04:00:00,,,22.8,5.08,16.52,,,,1.2
27/07/2021 04:15:00,,,25.6,5.6,18.8,,,,1.2
27/07/2021 04:30:00,,,23.6,5.68,16.8,,,,1.12
27/07/2021 04:45:00,,,26.8,7.16,18.44,,,,1.2
27/07/2021 05:00:00,,,28.8,8.04,19.6,,,,1.16
27/07/2021 05:15:00,,,36.4,8.92,25.88,,,,1.6
27/07/2021 05:30:00,,,43.2,12.56,28.56,,,,2.08
27/07/2021 05:45:00,,,49.20001,15,31.8,,,,2.40001
27/07/2021 06:00:00,,,54.79999,15.44,36.76,,,,2.59999
27/07/2021 06:15:00,,,54.79999,14.04,38.36002,,,,2.39997
27/07/2021 06:30:00,,,62.79998,17.32,42.23999,,,,3.23999
27/07/2021 06:45:00,,,66.80002,19.88,44.12002,,,,2.8
27/07/2021 07:00:00,,,69.99998,21.24,45.51998,,,,3.24
27/07/2021 07:15:00,,,71.6,21.72,46.55999,,,,3.32001
27/07/2021 07:30:00,,,72.4,20.68,48.35999,,,,3.36001
27/07/2021 07:45:00,,,70.80001,19.68,47.95999,,,,3.16002
27/07/2021 08:00:00,,,74.40001,21.52,49.20001,,,,3.68
27/07/2021 08:15:00,,,73.19999,21.8,48.08002,,,,3.31997
27/07/2021 08:30:00,,,72.4,21,48.08002,,,,3.31998
27/07/2021 08:45:00,,,76,21.68,50.72,,,,3.6
27/07/2021 09:00:00,,,69.59999,19.8,46.44,,,,3.35999
27/07/2021 09:15:00,,,64.4,18.52,42.95999,,,,2.92001
27/07/2021 09:30:00,,,64.4,20.08,41.32001,,,,2.99999
27/07/2021 09:45:00,,,59.60002,17.12,39.92,,,,2.56002
27/07/2021 10:00:00,,,63.20002,17.72,42.40001,,,,3.08001
27/07/2021 10:15:00,,,60.00001,17.16,39.92,,,,2.92001
27/07/2021 10:30:00,,,59.19998,17.72,39.08002,,,,2.39996
27/07/2021 10:45:00,,,58,18.84,36.4,,,,2.76
27/07/2021 11:00:00,,,56.40001,16.76,36.96001,,,,2.68
27/07/2021 11:15:00,,,54,17.64,33.6,,,,2.76
27/07/2021 11:30:00,,,54,17.32,34.36,,,,2.32
27/07/2021 11:45:00,,,51.19999,14,34.88,,,,2.31999
27/07/2021 12:00:00,,,48.80002,14.28,32.04,,,,2.48002
27/07/2021 12:15:00,,,51.99998,14.56,34.96,,,,2.47998
27/07/2021 12:30:00,,,53.20001,14.48,36.36,,,,2.36001
27/07/2021 12:45:00,,,51.19999,13.28,35.56,,,,2.35999
27/07/2021 13:00:00,,,52.40002,12.84,37.08,,,,2.48002
27/07/2021 13:15:00,,,53.6,13.48,37.8,,,,2.32
27/07/2021 13:30:00,,,51.59999,13.44,35.64,,,,2.51999
27/07/2021 13:45:00,,,43.2,12.8,28.16,,,,2.24
27/07/2021 14:00:00,,,46.00001,12.16,31.92,,,,1.92001
27/07/2021 14:15:00,,,47.2,12.4,32.32,,,,2.48
27/07/2021 14:30:00,,,46.8,12.36,32.44,,,,2
27/07/2021 14:45:00,,,52.40002,14.2,35.6,,,,2.60002
27/07/2021 15:00:00,,,54.4,14.36,37.64002,,,,2.39998
27/07/2021 15:15:00,,,50,14.52,33.16,,,,2.32
27/07/2021 15:30:00,,,49.60001,14.04,33.16,,,,2.40001
27/07/2021 15:45:00,,,49.20001,13.48,33.2,,,,2.52001
27/07/2021 16:00:00,,,52.80001,14.96,35.32,,,,2.52001
27/07/2021 16:15:00,,,54.4,17.04,34.8,,,,2.56
27/07/2021 16:30:00,,,56.80001,16.56,37.76,,,,2.48001
27/07/2021 16:45:00,,,57.6,16.4,38.59999,,,,2.60001
27/07/2021 17:00:00,,,61.6,18.16,40.32,,,,3.12
27/07/2021 17:15:00,,,59.60002,16.6,40.20001,,,,2.80001
27/07/2021 17:30:00,,,63.60001,16.48,44.16001,,,,2.96
27/07/2021 17:45:00,,,73.59998,19.24,51.23999,,,,3.11999
27/07/2021 18:00:00,,,65.2,17.8,44.32,,,,3.08
27/07/2021 18:15:00,,,64.00001,18.48,42.52,,,,3.00001
27/07/2021 18:30:00,,,68,19.88,45,,,,3.12
27/07/2021 18:45:00,,,62.39999,18.64,40.68,,,,3.07999
27/07/2021 19:00:00,,,58.39999,16.72,39.12001,,,,2.55998
27/07/2021 19:15:00,,,58.39999,15.64,40.16002,,,,2.59997
27/07/2021 19:30:00,,,60.40001,18.08,39.56,,,,2.76001
27/07/2021 19:45:00,,,58.79999,16.92,39.08002,,,,2.79997
27/07/2021 20:00:00,,,54,14.8,36.4,,,,2.8
27/07/2021 20:15:00,,,56.40001,15.52,38.44001,,,,2.44
27/07/2021 20:30:00,,,52.80001,13.12,37.24002,,,,2.43999
27/07/2021 20:45:00,,,50.4,13.36,34.76,,,,2.28
27/07/2021 21:00:00,,,49.60001,12.88,34.24,,,,2.48001
27/07/2021 21:15:00,,,55.19999,15.72,37.08,,,,2.39999
27/07/2021 21:30:00,,,56.00002,13.4,39.71999,,,,2.88003
27/07/2021 21:45:00,,,47.59999,11.16,34.28,,,,2.15999
27/07/2021 22:00:00,,,47.99999,11.48,34.12,,,,2.39999
27/07/2021 22:15:00,,,41.19998,10.2,29.28,,,,1.71998
27/07/2021 22:30:00,,,36,9.68,24.6,,,,1.72
27/07/2021 22:45:00,,,32.8,7.92,23.16,,,,1.72
27/07/2021 23:00:00,,,30.8,7.68,21.96,,,,1.16
27/07/2021 23:15:00,,,30.8,8.36,20.8,,,,1.64
27/07/2021 23:30:00,,,28.8,7.04,20.36,,,,1.4
27/07/2021 23:45:00,,,28,6.84,20.04,,,,1.12
28/07/2021 00:00:00,,,27.6,6.04,20.04,,,,1.52
28/07/2021 00:15:00,,,31.2,5.64,24.2,,,,1.36
28/07/2021 00:30:00,,,30,5.48,23,,,,1.52
28/07/2021 00:45:00,,,29.2,5.28,22.88,,,,1.04
