Date of Reading,(IN) NX1301 (Flow) (Flow (m3/hr)),(OUT) CS0401 (Flow) (Flow (m3/hr)),(OUT) CS1201 (Flow) (Flow (m3/hr)),(OUT) CS0501 (Flow) (Flow (m3/hr)),(OUT) CS0301 (Flow) (Flow (m3/hr)),(OUT) CS0101 (Flow) (Flow (m3/hr)),(OUT) CS0202 (Flow) (Flow (m3/hr)),Coltstaple 400mm trunk main (Balance) (Flow (m3/hr))
29/04/2021 01:00:00,58.39999,11.2,10.4,12.72,10.4,10.04,3.36,0.27999
29/04/2021 01:15:00,58.39999,11.2,10,12.48,10.32,10.24,3.24,0.91999
29/04/2021 01:30:00,57.6,11,10,12.56,10.36,10.16,3.24,0.28
29/04/2021 01:45:00,56.40001,10.88,9.2,12.48,10.12,9.8,3.2,0.72001
29/04/2021 02:00:00,56.80001,11,10,11.16,10.56,9.8,3.2,1.08001
29/04/2021 02:15:00,56.40001,11.16,9.2,11,10.36,10.12,3.28,1.28001
29/04/2021 02:30:00,55.59998,10.96,9.6,11.16,10.24,9.84,3.12,0.67998
29/04/2021 02:45:00,55.59998,10.96,9.2,11.28,9.84,9.76,3.24,1.31998
29/04/2021 03:00:00,55.59998,11.12,9.2,12.08,10.04,9.6,3.28,0.27998
29/04/2021 03:15:00,60.8,11.72,11.6,13.44,9.92,10.16,3.32,0.64
29/04/2021 03:30:00,61.6,12.68,10.4,13.8,10.48,10.2,3.2,0.84
29/04/2021 03:45:00,61.2,12.44,11.2,13.28,10.4,10.04,3.2,0.64
29/04/2021 04:00:00,61.2,11.16,11.2,13.56,10.4,9.84,3.4,1.64
29/04/2021 04:15:00,66.39998,12.52,12.4,14.28,13.04,10.08,3.52,0.55998
29/04/2021 04:30:00,69.19999,13.08,13.2,15.6,11.8,11.32,3.56,0.63999
29/04/2021 04:45:00,72,14,13.2,16.32,12.84,11.36,4.04,0.24
29/04/2021 05:00:00,82.4,16.04,16.8,19.68,13.52,11.6,4.12,0.64
29/04/2021 05:15:00,100.4,19.96,21.6,25.52,14.24,13.8,6.04,-0.76
29/04/2021 05:30:00,114.40001,23.32,23.2,30.12,17.24,14.6,6.24,-0.31999
29/04/2021 05:45:00,139.20001,26.72,28.8,38.00002,23.96,16.12,6.76,-1.16001
29/04/2021 06:00:00,165.6,36.11999,32.4,47.44001,26.28,17.72,7.76,-2.12
29/04/2021 06:15:00,190.8,37.36001,38.40001,57.31999,31.68,19.6,9.4,-2.96001
29/04/2021 06:30:00,198.4,39.80002,40.79999,59.87999,30.64,19.72,10.04,-2.48
29/04/2021 06:45:00,215.20001,41.15999,47.2,65.52,31.32,21.28,12.44,-3.71998
29/04/2021 07:00:00,218.00002,42.72001,48.80002,64.12,30.92,23,11.8,-3.36001
29/04/2021 07:15:00,214.80001,42.27998,47.59999,60.40001,32.44,22.84,12.28,-3.03997
29/04/2021 07:30:00,218.00002,44.92001,49.20001,60.36001,30.48,25.04,10.96,-2.96001
29/04/2021 07:45:00,217.20002,42.19999,48.39998,60.63998,31.56,26.04,10.64,-2.27993
29/04/2021 08:00:00,207.60001,38.48,46.00001,60.55999,31,23.04,11.24,-2.71999
29/04/2021 08:15:00,196.80001,38.23999,45.20002,55.00001,29,22.52,9.4,-2.56001
29/04/2021 08:30:00,194.8,38.31998,41.19998,54.92002,29.72,23.96,8.84,-2.15998
29/04/2021 08:45:00,190.00001,37.8,39.2,55.44,28.8,21.68,9.72,-2.63999
29/04/2021 09:00:00,186.00001,36.51998,38.00002,54.60001,29.84,19.64,9.96,-2.56
29/04/2021 09:15:00,174.40002,32.48,35.6,53.35999,28.68,17.96,9.2,-2.87997
29/04/2021 09:30:00,175.20001,33.04,35.6,50.64001,28.88,20.52,8.76,-2.24
29/04/2021 09:45:00,176.8,31.12,38.40001,50.36,28.04,18.64,9.88,0.35999
29/04/2021 10:00:00,168.40001,31.04,36.79999,48.96,23.88,19.68,10.32,-2.27998
29/04/2021 10:15:00,169.6,32.04,36.79999,47.99999,25.04,19.28,10.24,-1.79998
29/04/2021 10:30:00,164.40001,31.12,34.8,48.16001,23.48,18.52,10.28,-1.96
29/04/2021 10:45:00,160.40002,30.36,34,45.83999,23.16,19.16,9.52,-1.63997
29/04/2021 11:00:00,154.00001,27.2,35.2,43.52,23.4,18,8.04,-1.35999
29/04/2021 11:15:00,152.40002,27.04,35.6,41.64001,24.68,16.8,8.12,-1.47999
29/04/2021 11:30:00,144.79999,27.08,32.4,37.28002,24.32,16.8,7.96,-1.04003
29/04/2021 11:45:00,142.00002,25.2,32.4,37.00001,23.88,17.12,7.12,-0.71999
29/04/2021 12:00:00,141.60002,25.88,30.8,37.59998,24.08,17.8,6.88,-1.43996
29/04/2021 12:15:00,143.6,25.4,34,38.63999,23.72,16.52,6.76,-1.43999
29/04/2021 12:30:00,138.80002,24.16,31.2,37.8,22.84,16.6,7.36,-1.15998
29/04/2021 12:45:00,140,25.72,29.2,39.56,22.04,16.92,7.8,-1.24
29/04/2021 13:00:00,138.40002,24.48,28.8,40.16002,23.12,16.2,7.32,-1.68
29/04/2021 13:15:00,144.79999,27.76,31.2,40.24001,22.12,17.48,7.44,-1.44002
29/04/2021 13:30:00,137.2,25.76,30.4,36.79999,22.84,15.6,7.28,-1.47999
29/04/2021 13:45:00,138.00002,25.52,30.4,38.12,21.56,16.2,7.76,-1.55998
29/04/2021 14:00:00,136.4,24.96,28,38.23999,21.52,17.04,7.88,-1.23999
29/04/2021 14:15:00,136.4,25.88,27.6,35.2,21.56,18.28,8.84,-0.96
29/04/2021 14:30:00,136.4,25.96,28,34.2,22.76,17.92,8.4,-0.84
29/04/2021 14:45:00,144.4,28.2,29.2,35.12,26.2,19.84,7.36,-1.52
29/04/2021 15:00:00,140.8,26.48,33.6,34.44,21.92,17.68,7.64,-0.96
29/04/2021 15:15:00,147.6,28.04,36,36,22.72,18.36,8,-1.52
29/04/2021 15:30:00,142.40002,25.48,34,33.96,23.2,16.72,7.88,1.16002
29/04/2021 15:45:00,151.2,26.6,36,37.8,25.24,19,7.4,-0.84
29/04/2021 16:00:00,152.40002,28,36.79999,38.80001,25.84,16.6,8.36,-1.99998
29/04/2021 16:15:00,161.6,30.48,40,43.08001,24.52,16.32,8.8,-1.60001
29/04/2021 16:30:00,171.60001,32.24,41.60002,45.32,25.6,19.12,9.8,-2.08001
29/04/2021 16:45:00,167.60002,30.68,38.80001,44.48002,26.92,18.56,10,-1.84001
29/04/2021 17:00:00,170.80002,32.32,38.40001,45.83999,28.08,17.84,9.52,-1.19998
29/04/2021 17:15:00,176.8,35.16,40,49.72,25.92,19.56,8.88,-2.44
29/04/2021 17:30:00,179.20001,35.44,40.39999,51.27998,25.72,20.44,8.52,-2.59996
29/04/2021 17:45:00,186.00001,37.19999,42.00001,49.68,28.72,20.32,10.12,-2.03999
29/04/2021 18:00:00,186.40001,36.24001,39.6,56.52,27.4,19.64,9.52,-2.52
29/04/2021 18:15:00,191.2,39.71999,40,57.67999,28.56,17.52,10.72,-2.99998
29/04/2021 18:30:00,184,37.84,39.2,54.83999,27.88,18.36,8.52,-2.63999
29/04/2021 18:45:00,182.80001,36.51998,39.6,54.60001,28.64,18.04,8.16,-2.75998
29/04/2021 19:00:00,173.2,37.72001,35.2,51.12,26.16,16.8,8.56,-2.36001
29/04/2021 19:15:00,168.8,33.12,33.6,48.92,29.68,17.12,7.88,-1.52
29/04/2021 19:30:00,160.00002,30.52,34.4,46.08,25.92,17.2,8.04,-2.15998
29/04/2021 19:45:00,158.4,33,32.8,44.52001,25.32,18.08,6.12,-1.44001
29/04/2021 20:00:00,154.00001,30.84,30.8,44.79998,26,17.36,6.32,-2.11997
29/04/2021 20:15:00,152.40002,27.92,30.4,46.28002,24.08,17.72,7.64,-1.64
29/04/2021 20:30:00,141.19999,26.68,28.4,40.36,24.76,16.32,6.12,-1.44001
29/04/2021 20:45:00,133.99999,26.92,26,38.36002,21.64,15.28,6.96,-1.16003
29/04/2021 21:00:00,121.20001,25.04,23.2,32.96,19.6,13.68,7.56,-0.83999
29/04/2021 21:15:00,144.79999,28.8,28.4,42.52,23.12,16.8,7.24,-2.08001
29/04/2021 21:30:00,132.00001,24.2,27.6,35.96,20.88,14.84,7.56,0.96001
29/04/2021 21:45:00,122.4,23.84,28,33,18.92,13.6,6.44,-1.4
29/04/2021 22:00:00,112.39999,21.8,24,30.96,16.92,13.92,5.56,-0.76001
29/04/2021 22:15:00,103.20001,19.68,21.6,27.16,16.28,13.24,5.88,-0.63999
29/04/2021 22:30:00,95.60002,18.52,20.8,24.68,15.16,12.6,4.8,-0.95998
29/04/2021 22:45:00,88.40002,16.52,18.4,21.84,14.96,12.36,4.52,-0.19998
29/04/2021 23:00:00,76.79999,14.4,16.8,18.44,13.2,10.28,3.88,-0.20001
29/04/2021 23:15:00,72.79999,14,15.2,17.04,12.08,9.88,4.44,0.15999
29/04/2021 23:30:00,68.8,13.2,14.4,15.24,11.52,10,4.04,0.4
29/04/2021 23:45:00,63.60001,12,12.8,13.56,11.4,9.52,3.68,0.64001
30/04/2021 00:00:00,62.39999,12.48,12,13.4,10.96,9.64,3.32,0.59999
30/04/2021 00:15:00,61.99999,12.48,11.2,13.44,11.04,9.52,3.44,0.87999
30/04/2021 00:30:00,58.79999,12,10.8,12.48,10.92,8.52,3.4,0.67999
30/04/2021 00:45:00,59.19998,11.84,11.2,12.64,11,8.64,3.76,0.11998
30/04/2021 01:00:00,58,12.08,10.4,12.4,10.88,8.64,3.44,0.16
30/04/2021 01:15:00,60.40001,12.72,10.4,12.88,10.52,8.6,4.36,0.92001
30/04/2021 01:30:00,60.00001,11.92,11.2,12.04,10.56,8.56,5.04,0.68001
30/04/2021 01:45:00,60.40001,11.64,11.2,12.64,10.4,8.76,5,0.76001
30/04/2021 02:00:00,57.6,11.12,10.8,12.16,10.08,8.28,5.08,0.08
30/04/2021 02:15:00,57.6,11.04,10.4,12.04,10.36,8.44,4.92,0.4
30/04/2021 02:30:00,58.39999,11.2,10.4,12.08,10.2,8.52,4.96,1.03999
30/04/2021 02:45:00,57.2,10.88,10.4,11.6,10.16,8.56,5,0.6
30/04/2021 03:00:00,60.00001,11.48,10.8,12.92,10.36,8.2,4.92,1.32001
30/04/2021 03:15:00,64.00001,11.8,12.4,15.04,10.04,8.52,5.12,1.08001
30/04/2021 03:30:00,63.60001,12.2,12,15.12,10.32,8.56,4.92,0.48001
30/04/2021 03:45:00,62.39999,12.12,11.6,14.16,10.44,8.44,5.08,0.55999
30/04/2021 04:00:00,65.59999,13.12,11.6,15.88,10.6,8.72,5.08,0.59999
30/04/2021 04:15:00,68.8,13.44,13.2,15.76,11.36,8.72,5.76,0.56
30/04/2021 04:30:00,72.79999,13.4,13.6,16.84,12.64,10.28,5.4,0.63999
30/04/2021 04:45:00,76.79999,15.52,15.2,17.68,12.16,10.72,5.48,0.03999
30/04/2021 05:00:00,83.59999,17.08,16,20.68,13,10.48,6,0.35999
30/04/2021 05:15:00,101.2,23.36,18.8,24.92,14.72,12.96,6.8,-0.36
30/04/2021 05:30:00,116.40002,22.92,24,32.16,18.52,14.24,5.8,-1.23998
30/04/2021 05:45:00,138.80002,27.28,24.8,41.32001,22.92,16.8,6.88,-1.19999
30/04/2021 06:00:00,164.00002,33.52,31.6,46.51999,26.8,18.92,9.12,-2.47997
30/04/2021 06:15:00,188.80002,38.40001,38.80001,55.84,29.52,19.16,9.68,-2.6
30/04/2021 06:30:00,204.40001,41.56002,43.2,59.96002,32.88,20.12,9.68,-3.00003
30/04/2021 06:45:00,216.4,42.32002,45.20002,62.35999,32.88,25.32,11.52,-3.20003
30/04/2021 07:00:00,220,46.68001,43.6,64.68001,32.6,24.72,11.08,-3.36002
30/04/2021 07:15:00,218.80001,43.99999,43.2,65.63999,31.84,25.64,11.36,-2.87997
30/04/2021 07:30:00,224.80002,44.39999,49.20001,64.19999,33.2,25.52,11.28,-2.99997
30/04/2021 07:45:00,220.40003,43.63999,46.00001,64.8,31.56,25.56,12.12,-3.27997
30/04/2021 08:00:00,212.8,43.27999,43.2,61.24,31.16,24.92,11.96,-2.95999
30/04/2021 08:15:00,196.40002,38.00002,41.19998,55.55999,31.76,22.28,9.4,-1.79997
30/04/2021 08:30:00,197.6,40.36,40,57.28,29.68,22.16,10.32,-2.2
30/04/2021 08:45:00,195.20003,35.96,40,56.32002,32.04,23.56,9.92,-2.59999
30/04/2021 09:00:00,194,33.52,42.00001,54,29.88,24.32,11.48,-1.20001
30/04/2021 09:15:00,189.20002,34.04,39.6,50.87999,28.72,26.12,10.96,-1.11997
30/04/2021 09:30:00,177.60002,31.04,37.19999,47.48,29.2,23.32,11.04,-1.67997
30/04/2021 09:45:00,182.40001,32.08,39.6,49.32,27.92,24.2,11.04,-1.75999
30/04/2021 10:00:00,182.00002,32.28,38.40001,51.08,28.08,23.36,10.96,-2.15999
30/04/2021 10:15:00,179.20001,30.56,39.6,48.71999,29.28,21.64,11.28,-1.87998
30/04/2021 10:30:00,178.80001,29.76,39.6,51.52,27.08,22.36,10.48,-1.99999
30/04/2021 10:45:00,174.00002,31.48,39.2,47.36002,25.76,23.04,9.36,-2.2
30/04/2021 11:00:00,166.80002,28.52,39.2,45.92002,24.4,21.04,9.36,-1.64
30/04/2021 11:15:00,164.00002,28.44,38.40001,43.27999,24.96,21.24,9.56,-1.87998
30/04/2021 11:30:00,157.60001,27.88,34.4,41.04,25.76,21.32,9,-1.79999
30/04/2021 11:45:00,155.59999,24.8,35.6,40.56001,25.96,20.8,9.2,-1.32002
30/04/2021 12:00:00,153.60001,26.28,32.8,40.60001,26.6,20.44,8,-1.12
30/04/2021 12:15:00,153.60001,26.28,33.2,39.12001,26.88,21,8.56,-1.44
30/04/2021 12:30:00,149.20002,26.56,31.6,37.32001,24.48,20.6,9.24,-0.59999
30/04/2021 12:45:00,143.6,25.72,31.6,35.88,25.04,19.32,7.76,-1.72
30/04/2021 13:00:00,141.19999,26.4,28.8,36.64001,24.12,18.52,7.52,-0.80002
30/04/2021 13:15:00,136.00001,25.36,30,35.96,21.6,16.36,7.6,-0.87999
30/04/2021 13:30:00,138.80002,26.88,32,36.43999,21.96,14.76,7.48,-0.71997
30/04/2021 13:45:00,134.80002,25.44,30.4,34.48,22.12,16.44,7.36,-1.43998
30/04/2021 14:00:00,142.80001,26.04,31.6,37.76,23.12,16.76,8.56,-1.03999
30/04/2021 14:15:00,133.99999,22.84,30.8,34.24,23.28,14.8,9.04,-1.00001
30/04/2021 14:30:00,141.19999,23.64,31.6,36.16002,26.64,15.08,9.56,-1.48003
30/04/2021 14:45:00,144.4,26.04,32.8,36.47999,26.12,14.68,9.84,-1.55999
30/04/2021 15:00:00,147.6,24.72,34.8,36.87998,24.88,15.68,9.2,1.44002
30/04/2021 15:15:00,149.60002,27.32,32.8,40.56001,24,18.12,9,-2.19999
30/04/2021 15:30:00,156.40002,29.12,35.6,39.67999,24.04,17.6,11.52,-1.15997
30/04/2021 15:45:00,165.2,29.56,40.39999,41.68001,26.16,17.8,10.88,-1.28
30/04/2021 16:00:00,171.60001,31.32,39.2,43.67999,27.96,18.44,12.76,-1.75998
30/04/2021 16:15:00,174.80002,32.48,41.19998,45.83999,26.96,16.92,13,-1.59995
30/04/2021 16:30:00,175.60001,33.16,39.2,48.48001,26.52,17.8,12.04,-1.6
30/04/2021 16:45:00,178.80001,35.36,37.59998,49.28,25.84,18.52,14.2,-1.99997
30/04/2021 17:00:00,171.60001,34.08,36.79999,46.4,25.28,19.24,11.68,-1.87998
30/04/2021 17:15:00,176,37.59998,35.2,46.44,28.48,18.76,10.64,-1.11998
30/04/2021 17:30:00,181.60002,39.88001,36.4,46.44,27.4,21.72,11.96,-2.19999
30/04/2021 17:45:00,188.80002,36.96001,40.39999,49.96001,30.44,21.24,11.64,-1.83999
30/04/2021 18:00:00,185.60002,35.92,37.59998,52.88,29.28,19.88,12.52,-2.47996
30/04/2021 18:15:00,183.6,36.96001,36.79999,49.24001,29.6,21,12.04,-2.04001
30/04/2021 18:30:00,174.40002,34.56,32.4,48.76002,28.88,20.8,11.04,-2.04
30/04/2021 18:45:00,168.8,33.76,36.4,44.48002,28.4,18.28,9.44,-1.96002
30/04/2021 19:00:00,156.00002,30.4,33.6,40.47998,26.84,16.12,9.44,-0.87996
30/04/2021 19:15:00,151.6,31.36,31.6,39.96,26.2,15.84,8.28,-1.64
30/04/2021 19:30:00,142.00002,28.2,29.6,36.68,24.64,15.84,8,-0.95998
30/04/2021 19:45:00,148.39999,30.16,30,41.11999,23.88,16.68,8.28,-1.72
30/04/2021 20:00:00,148.39999,32.16,30.4,36.68,25.04,16.64,8.2,-0.72001
30/04/2021 20:15:00,139.60001,26.92,30,36.96001,22.4,16.24,8.68,-1.6
30/04/2021 20:30:00,124.80001,22.92,28.8,32.6,17.64,15.24,8.04,-0.43999
30/04/2021 20:45:00,120.00002,20.2,27.6,29.96,19.76,13.64,8.12,0.72002
30/04/2021 21:00:00,121.20001,24.48,24.8,32.68,19.04,13.52,7.6,-0.91999
30/04/2021 21:15:00,126,24.48,27.2,33.32,20.12,14,7.84,-0.96
30/04/2021 21:30:00,124.80001,23.6,27.6,36.51998,17.92,13.2,7.76,-1.79997
30/04/2021 21:45:00,127.20002,24.6,27.2,35.76,16.64,15.68,8.8,-1.47998
30/04/2021 22:00:00,120.80002,22.84,26,33.96,16.96,13.84,7.88,-0.67998
30/04/2021 22:15:00,109.19999,19.52,24.8,29.92,15.6,13.52,6.88,-1.04001
30/04/2021 22:30:00,99.20002,18.08,21.6,26.16,14.56,13.48,6.08,-0.75998
30/04/2021 22:45:00,89.20001,16.6,18.4,23.12,13.16,12.12,6.16,-0.35999
30/04/2021 23:00:00,85.60001,16.12,18,20.16,13.56,12.04,5.76,-0.03999
30/04/2021 23:15:00,79.2,16.04,16.4,19,11.68,11.16,4.64,0.28
30/04/2021 23:30:00,73.59998,14.08,14.8,17.16,11.48,10.44,4.96,0.67998
30/04/2021 23:45:00,69.59999,13.48,14,15.4,11.28,10.44,5,-1E-05
01/05/2021 00:00:00,65.2,12.16,12.8,14.56,10.84,10.04,4.68,0.12
01/05/2021 00:15:00,65.99999,12.24,13.6,14.8,10.32,9.96,4.32,0.75999
01/05/2021 00:30:00,63.60001,11.76,12.8,13.84,10.32,10.36,3.96,0.56001
01/05/2021 00:45:00,62.39999,11.72,12.8,13.4,9.4,10.12,4,0.95999
01/05/2021 01:00:00,61.99999,11.68,13.2,13.08,9.56,9.8,4.04,0.63999
01/05/2021 01:15:00,60.8,11.84,12,13.16,9.72,9.84,3.96,0.28
01/05/2021 01:30:00,58.79999,11.2,12,12.32,9.52,9.56,3.76,0.43999
01/05/2021 01:45:00,57.2,11,10.4,12.16,9.56,9.16,3.84,1.08
01/05/2021 02:00:00,58,11.28,11.6,12.08,9.44,9.24,4,0.36
01/05/2021 02:15:00,57.2,10.92,11.2,11.8,9.12,9.36,3.68,1.12
01/05/2021 02:30:00,57.6,11.16,11.2,12.2,9.28,9.8,3.72,0.24
01/05/2021 02:45:00,57.2,10.28,11.2,12.04,9.12,9.24,3.88,1.44
01/05/2021 03:00:00,56.40001,10.72,11.2,11.16,9,9.2,3.8,1.32001
01/05/2021 03:15:00,60.8,11.84,12,13.92,9.36,9.24,4,0.44
01/05/2021 03:30:00,60.40001,11.32,12.4,13.6,9.2,9.32,3.92,0.64001
01/05/2021 03:45:00,59.19998,11.12,12,13.36,9.28,9.24,3.84,0.35998
01/05/2021 04:00:00,61.2,12.28,12,13.84,9.36,9.24,3.8,0.68
01/05/2021 04:15:00,65.99999,12.84,14,14.28,10.44,9.16,4.24,1.03999
01/05/2021 04:30:00,64.4,12.84,13.6,14.32,10.44,8.96,3.92,0.32
01/05/2021 04:45:00,68,13.6,13.6,15.88,10.2,9.96,4.04,0.72
01/05/2021 05:00:00,74.00002,14.88,15.2,16.56,11.12,10.84,5.2,0.20002
01/05/2021 05:15:00,82.4,16.2,16.8,19.6,12.68,11.44,5.4,0.28
01/05/2021 05:30:00,85.20001,16.64,18,19.64,13.68,11.44,5.4,0.40001
01/05/2021 05:45:00,96.8,18.84,20.4,23.92,15.04,13.56,5.04,0
01/05/2021 06:00:00,106.40002,19.4,21.6,29.08,18.68,13.2,5.12,-0.67998
01/05/2021 06:15:00,123.19999,21.96,27.2,34.92,20.04,12.92,6.56,-0.40001
01/05/2021 06:30:00,138.80002,27.32,28.4,40.68,21.88,14.6,7.88,-1.95998
01/05/2021 06:45:00,160.80001,32.52,34,46.91999,23.44,17.72,7.92,-1.71998
01/05/2021 07:00:00,179.20001,40.11998,37.19999,51.48,24.2,19.92,8.6,-2.31996
01/05/2021 07:15:00,198.80003,41.64001,40.39999,59.24002,30.36,19.52,10.4,-2.75999
01/05/2021 07:30:00,199.60002,41.4,39.2,60.23999,28.4,22.24,10.6,-2.47997
01/05/2021 07:45:00,222.00001,44.79998,46.4,68.15999,32.28,22.96,11,-3.59996
01/05/2021 08:00:00,227.60003,46.32001,44.79998,71.6,35.12,21.68,11.76,-3.67996
01/05/2021 08:15:00,228.80002,50.68001,44.39999,69.8,34.96,21.32,11.56,-3.91998
01/05/2021 08:30:00,229.60001,44.24,46.00001,71.39999,33.76,22.72,12.28,-0.79999
01/05/2021 08:45:00,233.20001,46.96002,47.59999,73.15999,35.52,21.08,12.36,-3.47999
01/05/2021 09:00:00,224.80002,44.75999,46.4,70.99999,33.72,20.48,11.92,-3.47996
01/05/2021 09:15:00,226.00001,42.32002,46.00001,70.27999,36.24001,23.92,11.2,-3.96002
01/05/2021 09:30:00,222.00001,42.23999,45.20002,65.56,35.56,24.04,12.72,-3.32
01/05/2021 09:45:00,219.2,43.2,45.60001,63.32,33.68,23.72,12.84,-3.16001
01/05/2021 10:00:00,211.20001,38.95999,46.4,58.52002,33.72,23.76,12.76,-2.92
01/05/2021 10:15:00,201.6,38.2,44.39999,55.00001,32.64,20.28,13.96,-2.88
01/05/2021 10:30:00,190.4,37.72001,38.80001,52.84001,31.52,18.84,13.12,-2.44003
01/05/2021 10:45:00,185.60002,37.12,38.00002,50.47999,31.76,19.76,10.4,-1.91999
01/05/2021 11:00:00,187.2,38.80001,39.6,51.04001,28.32,19.32,12.2,-2.08002
01/05/2021 11:15:00,179.6,36.04,38.40001,49.28,28.48,18.68,11,-2.28001
01/05/2021 11:30:00,174.40002,32.84,38.80001,45.11999,28.24,19.32,11.6,-1.51998
01/05/2021 11:45:00,166,33,33.2,43.63999,29.12,18.68,9.44,-1.07999
01/05/2021 12:00:00,154.00001,31.4,31.2,39.67999,26.24,18.76,8.2,-1.47998
01/05/2021 12:15:00,156.40002,28.48,32.4,42.52,28.84,16.24,9.24,-1.31998
01/05/2021 12:30:00,151.2,29,31.2,40.75999,25.84,16.96,8.6,-1.15999
01/05/2021 12:45:00,148.39999,28.92,33.2,39.96,22.6,15.6,9.56,-1.44001
01/05/2021 13:00:00,147.2,28.76,32.8,40,23.32,15.36,8.2,-1.24
01/05/2021 13:15:00,147.2,28.36,32.8,39.76002,24.72,15.76,7.8,-2.00002
01/05/2021 13:30:00,151.2,31.08,30.8,39.71999,24.32,18.04,8.12,-0.87999
01/05/2021 13:45:00,144.79999,28.76,31.2,41.24002,23.24,15.32,7.12,-2.08003
01/05/2021 14:00:00,150.00001,28.2,30.4,43.27999,25,16.2,8.96,-2.03998
01/05/2021 14:15:00,142.40002,24.2,30.4,39.64,23.52,16.32,7.96,0.36002
01/05/2021 14:30:00,139.60001,27.12,29.6,38.56,22.92,15.68,6.92,-1.19999
01/05/2021 14:45:00,143.20001,27.64,31.2,38.56,22,16.56,8.44,-1.19999
01/05/2021 15:00:00,150.40001,28.84,29.6,39.84001,23.64,18.36,11.4,-1.28
01/05/2021 15:15:00,148.80002,30.2,28.8,40.96001,22.76,16.72,10.44,-1.07999
01/05/2021 15:30:00,149.20002,29.84,31.6,40.88002,22.6,15.6,10.52,-1.84
01/05/2021 15:45:00,149.60002,29.4,30.8,39.88001,23.84,16.84,9.76,-0.91999
01/05/2021 16:00:00,154.00001,30.08,35.2,38.56,24.16,17.08,10.24,-1.31999
01/05/2021 16:15:00,155.59999,27.16,35.6,42.88,24.2,16.76,10.44,-1.44001
01/05/2021 16:30:00,162.4,30,33.6,48.39998,24.44,17.12,10.76,-1.91998
01/05/2021 16:45:00,162.79999,29.56,36,46.12,24.96,16.96,11,-1.80001
01/05/2021 17:00:00,166.39999,31.8,37.19999,48.39998,23.92,16.96,10.4,-2.27998
01/05/2021 17:15:00,171.60001,35.12,36.79999,47.67998,25.88,16.52,11.56,-1.95996
01/05/2021 17:30:00,170.40002,32.68,38.40001,48.56,25.12,17.4,10.36,-2.11999
01/05/2021 17:45:00,175.60001,34.88,38.40001,49.75999,25.48,18.08,11.12,-2.11999
01/05/2021 18:00:00,170.40002,34.2,36.79999,48.2,24.76,17.92,10.52,-1.99997
01/05/2021 18:15:00,162,31.84,36.4,43.80001,25.36,17.68,8.96,-2.04001
01/05/2021 18:30:00,160.00002,29.92,32.8,45.56002,24.8,19.28,9.2,-1.56
01/05/2021 18:45:00,155.2,29.28,34.4,44.44002,23.36,16.96,9.04,-2.28002
01/05/2021 19:00:00,149.20002,28.84,31.2,43.52,22.8,15.52,9.16,-1.83998
01/05/2021 19:15:00,143.6,28.76,29.2,37.91999,24.24,14.64,9.84,-0.99999
01/05/2021 19:30:00,136.4,26.32,29.2,36.32,22.44,15.28,8.24,-1.4
01/05/2021 19:45:00,131.60002,26,27.2,34.2,22.64,14.92,7.76,-1.11998
01/05/2021 20:00:00,130.80002,25.48,27.2,35.64,21.64,14.36,7.76,-1.27998
01/05/2021 20:15:00,126.79999,20.8,28.8,35.16,20.28,14.24,7.56,-0.04001
01/05/2021 20:30:00,123.19999,22.4,28,32.28,19.68,13.72,8.04,-0.92001
01/05/2021 20:45:00,117.20002,21.16,25.6,31.08,19.4,13,7.68,-0.71998
01/05/2021 21:00:00,117.60001,20.64,25.6,30.44,22.12,12.96,6.88,-1.03999
01/05/2021 21:15:00,124.00002,22.8,26,35.92,19.88,13.52,6.88,-0.99998
01/05/2021 21:30:00,122,23.48,26,34.8,17.12,13.2,8.04,-0.64
01/05/2021 21:45:00,120.80002,23.04,26.4,33.4,18.24,13.24,7.6,-1.11998
01/05/2021 22:00:00,110.80001,21.04,24.4,30,17.04,12.16,7.04,-0.87999
01/05/2021 22:15:00,106.40002,19.8,23.2,28.92,16.6,11.96,6.68,-0.75998
01/05/2021 22:30:00,97.2,17.68,21.2,26.24,14.84,11.84,6.2,-0.8
01/05/2021 22:45:00,89.20001,15.84,19.6,22,14,12,6.08,-0.31999
01/05/2021 23:00:00,83.2,15.16,17.2,21.16,13.2,10.92,5.92,-0.36
01/05/2021 23:15:00,79.2,14.68,15.6,19.68,12.8,11.12,5.36,-0.04
01/05/2021 23:30:00,72.4,13.48,14.4,16.4,11.76,10.56,5.2,0.6
01/05/2021 23:45:00,69.99998,13.24,14.4,14.76,11.72,11,4.72,0.15998
02/05/2021 00:00:00,69.99998,13.52,15.6,15.48,11.24,9.52,4.56,0.07998
02/05/2021 00:15:00,65.59999,12.96,13.2,14.68,10.76,9.32,4.76,-0.08001
02/05/2021 00:30:00,65.2,13.36,12.4,14.12,10.96,9.52,4.4,0.44
02/05/2021 00:45:00,63.20002,12.96,12.4,14,10.2,8.52,4.28,0.84002
02/05/2021 01:00:00,62.39999,12.56,12.4,13.72,10.08,9.12,4.4,0.11999
02/05/2021 01:15:00,61.2,11.88,11.6,13.4,9.96,9,4.2,1.16
02/05/2021 01:30:00,60.00001,11.96,10.8,13,10.2,8.88,4.6,0.56001
02/05/2021 01:45:00,60.00001,12.04,10.8,12.68,10.44,8.76,4.4,0.88001
